Date,Open,High,Low,Close,Volume,
2023-09-22 18:18:00,174.935,174.95,174.935,174.95,37.0,34.374999999993335
2023-09-22 18:17:00,174.95,174.96,174.93,174.93,76.0,34.374999999999446
2023-09-22 18:16:00,174.94,174.96,174.93,174.945,68.0,39.999999999996746
2023-09-22 18:15:00,174.92,174.96,174.92,174.96,484.0,50.0
2023-09-22 18:14:00,174.92,174.96,174.92,174.96,83.0,43.33333333333839
2023-09-22 18:13:00,174.92,174.96,174.92,174.96,262.0,43.33333333333839
2023-09-22 18:12:00,174.95,174.96,174.94,174.94,37.0,38.235294117648536
2023-09-22 18:11:00,174.935,174.95,174.924,174.95,214.0,38.235294117638205
2023-09-22 18:10:00,174.95,174.96,174.92,174.95,291.0,40.62499999999611
2023-09-22 18:09:00,174.94,174.95,174.92,174.94,26.0,43.33333333332765
2023-09-22 18:08:00,174.92,174.96,174.92,174.92,4243.0,29.999999999996206
2023-09-22 18:07:00,174.95,174.95,174.92,174.95,172.0,48.387096774185856
2023-09-22 18:06:00,174.94,174.96,174.92,174.92,37.0,40.540540540533904
2023-09-22 18:05:00,174.95,174.96,174.933,174.94,309.0,44.99999999999787
2023-09-22 18:04:00,174.93,174.95,174.92,174.95,463.0,50.0
2023-09-22 18:03:00,174.94,174.94,174.94,174.94,7.0,52.63157894736606
2023-09-22 18:02:00,174.95,174.95,174.92,174.92,488.0,43.589743589742845
2023-09-22 18:01:00,174.92,174.95,174.92,174.95,63.0,47.619047619043116
2023-09-22 18:00:00,174.94,174.96,174.94,174.95,9.0,47.619047619043116
2023-09-22 17:59:00,174.935,174.96,174.935,174.94,192.0,45.45454545454311
2023-09-22 17:58:00,174.935,174.95,174.92,174.935,9.0,48.78048780487906
2023-09-22 17:57:00,174.92,174.95,174.92,174.935,151.0,46.153846153849514
2023-09-22 17:56:00,174.92,174.95,174.92,174.935,135.0,46.153846153849514
2023-09-22 17:55:00,174.94,174.94,174.92,174.92,192.0,44.99999999999787
2023-09-22 17:54:00,174.91,174.95,174.91,174.95,2497.0,57.14285714285714
2023-09-22 17:53:00,174.95,174.96,174.9,174.935,1410.0,46.153846153849514
2023-09-22 17:52:00,174.93,174.95,174.93,174.95,284.0,58.33333333333465
2023-09-22 17:51:00,174.95,174.95,174.92,174.95,56.0,53.12499999999778
2023-09-22 17:50:00,174.95,174.95,174.93,174.95,126.0,50.0
2023-09-22 17:49:00,174.93,174.94,174.91,174.93,78.0,46.87500000000222
2023-09-22 17:48:00,174.93,174.94,174.93,174.93,21.0,53.57142857143654
2023-09-22 17:47:00,174.95,174.95,174.912,174.94,1057.0,45.833333333335304
2023-09-22 17:46:00,174.95,174.95,174.93,174.94,9.0,45.833333333335304
2023-09-22 17:45:00,174.93,174.95,174.91,174.93,76.0,45.833333333335304
2023-09-22 17:44:00,174.96,174.96,174.91,174.92,45.0,43.999999999992724
2023-09-22 17:43:00,174.96,174.96,174.91,174.92,1423.0,43.999999999992724
2023-09-22 17:42:00,174.92,174.96,174.92,174.935,88.0,50.0
2023-09-22 17:41:00,174.96,174.96,174.91,174.935,85.0,56.00000000000727
2023-09-22 17:40:00,174.95,174.96,174.91,174.91,330.0,33.33333333333333
2023-09-22 17:39:00,174.98,174.98,174.96,174.96,288.0,58.06451612903403
2023-09-22 17:38:00,174.96,174.98,174.96,174.98,58.0,59.37500000000056
2023-09-22 17:37:00,174.98,175.0,174.96,174.98,130.0,59.37500000000056
2023-09-22 17:36:00,174.98,175.0,174.79,174.96,19276.0,52.777777777783484
2023-09-22 17:35:00,174.98,175.0,174.96,174.98,123.0,63.888888888885816
2023-09-22 17:34:00,174.96,174.99,174.96,174.96,114.0,57.500000000001776
2023-09-22 17:33:00,174.98,175.0,174.96,174.98,38.0,59.523809523809845
2023-09-22 17:32:00,175.0,175.0,174.99,175.0,2124.0,63.04347826087225
2023-09-22 17:31:00,174.98,175.0,174.98,174.99,326.0,63.04347826087225
2023-09-22 17:30:00,174.99,175.0,174.955,174.955,820.0,56.862745098045764
2023-09-22 17:29:00,174.99,175.0,174.98,174.99,212.0,62.0689655172478
2023-09-22 17:28:00,174.98,175.0,174.98,175.0,310.0,61.40350877193297
2023-09-22 17:27:00,174.99,175.0,174.98,174.99,293.0,59.32203389830933
2023-09-22 17:26:00,174.98,175.0,174.98,174.99,1297.0,64.81481481482281
2023-09-22 17:25:00,174.99,175.279,174.98,175.0,424.0,58.695652173915995
2023-09-22 17:24:00,175.0,175.0,174.98,174.98,100.0,50.0
2023-09-22 17:23:00,174.99,175.0,174.98,175.0,2010.0,54.00000000000342
2023-09-22 17:22:00,174.98,175.0,174.98,174.998,118.0,58.18965517241205
2023-09-22 17:21:00,174.98,175.0,174.98,174.98,672.0,50.0
2023-09-22 17:20:00,174.99,175.0,174.94,174.98,1777.0,54.76190476190089
2023-09-22 17:19:00,175.0,175.0,174.97,174.98,1945.0,50.0
2023-09-22 17:18:00,174.98,175.0,164.058,174.99,1259.0,47.22222222222485
2023-09-22 17:17:00,174.99,175.0,174.98,174.99,936.0,50.0
2023-09-22 17:16:00,174.99,175.0,174.98,175.0,255.0,65.51724137930495
2023-09-22 17:15:00,174.99,175.0,174.98,174.99,2650.0,50.0
2023-09-22 17:14:00,174.99,174.99,174.98,174.985,1101.0,43.47826086957166
2023-09-22 17:13:00,174.99,175.0,174.98,174.99,27.0,50.0
2023-09-22 17:12:00,174.99,175.0,174.98,174.99,99.0,50.0
2023-09-22 17:11:00,174.99,175.0,174.98,174.99,116.0,45.000000000005684
2023-09-22 17:10:00,174.99,175.0,174.99,175.0,24.0,61.11111111111637
2023-09-22 17:09:00,175.0,175.0,174.98,175.0,54.0,50.0
2023-09-22 17:08:00,174.98,174.998,174.98,174.998,684.0,50.0
2023-09-22 17:07:00,174.982,174.99,174.98,174.99,470.0,58.333333333353075
2023-09-22 17:06:00,174.98,175.0,174.98,174.98,24.0,50.0
2023-09-22 17:05:00,174.999,175.0,174.98,174.99,905.0,56.2500000000111
2023-09-22 17:04:00,174.98,175.0,174.98,174.99,432.0,50.0
2023-09-22 17:03:00,174.98,175.0,174.98,174.99,88.0,50.0
2023-09-22 17:02:00,175.0,175.0,174.98,174.98,1011.0,35.71428571428281
2023-09-22 17:01:00,175.01,175.01,174.97,175.0,9720.0,56.249999999991125
2023-09-22 17:00:00,175.02,175.02,175.01,175.01,66.0,64.7058823529215
2023-09-22 16:59:00,175.0,175.02,175.0,175.02,1211.0,66.66666666665614
2023-09-22 16:58:00,174.99,175.02,174.97,175.01,6274.0,59.99999999998295
2023-09-22 16:57:00,174.97,174.99,174.97,174.97,1028.0,42.857142857142854
2023-09-22 16:56:00,174.98,174.98,174.97,174.975,954.0,40.74074074074386
2023-09-22 16:55:00,174.96,174.98,174.95,174.97,3961.0,39.28571428571936
2023-09-22 16:54:00,174.95,174.97,174.95,174.96,1904.0,37.16216216217267
2023-09-22 16:53:00,174.96,174.97,174.95,174.95,7606.0,36.66666666666793
2023-09-22 16:52:00,174.93,174.95,174.92,174.95,10121.0,39.28571428571936
2023-09-22 16:51:00,174.94,174.94,174.93,174.94,3214.0,32.14285714285859
2023-09-22 16:50:00,174.94,174.94,174.93,174.935,1500.0,31.034482758623398
2023-09-22 16:49:00,174.93,174.94,174.93,174.94,1201.0,33.33333333333333
2023-09-22 16:48:00,174.93,174.94,174.92,174.93,5081.0,33.33333333333965
2023-09-22 16:47:00,174.94,174.95,174.92,174.93,2429.0,23.076923076924757
2023-09-22 16:46:00,174.94,174.94,174.92,174.93,1118.0,16.66666666667456
2023-09-22 16:45:00,174.94,174.949,174.91,174.92,4353.0,8.333333333325427
2023-09-22 16:44:00,174.921,174.93,174.92,174.92,5162.0,9.090909090902045
2023-09-22 16:43:00,174.95,174.95,174.92,174.925,4998.0,20.000000000015163
2023-09-22 16:42:00,174.91,174.95,174.89,174.95,7041.0,36.84210526315475
2023-09-22 16:41:00,174.9,175.064,174.89,174.9,54.0,25.0
2023-09-22 16:40:00,174.88,174.9,174.88,174.88,1390.0,23.333333333330174
2023-09-22 16:39:00,174.9,174.92,174.88,174.88,770.0,25.0
2023-09-22 16:38:00,174.88,174.92,174.88,174.88,1247.0,25.0
2023-09-22 16:37:00,174.91,174.94,174.88,174.881,1375.0,27.480916030535354
2023-09-22 16:36:00,174.94,174.95,174.9,174.92,920.0,45.45454545454076
2023-09-22 16:35:00,174.91,174.95,174.89,174.94,1082.0,50.0
2023-09-22 16:34:00,174.91,174.95,174.9,174.91,494.0,44.99999999999787
2023-09-22 16:33:00,174.93,174.94,174.925,174.925,206.0,48.83720930232681
2023-09-22 16:32:00,174.92,174.95,174.92,174.94,8884.0,52.17391304347611
2023-09-22 16:31:00,174.95,174.95,174.92,174.945,942.0,55.55555555555696
2023-09-22 16:30:00,174.89,174.96,174.79,174.79,99047.0,32.89473684210566
2023-09-22 16:29:00,174.88,174.9,174.88,174.89,1126.0,46.31578947368131
2023-09-22 16:28:00,174.885,174.9,174.79,174.88,2414.0,42.391304347826484
2023-09-22 16:27:00,174.86,174.885,174.85,174.885,3204.0,48.19277108433553
2023-09-22 16:26:00,174.86,174.88,174.86,174.86,241.0,47.61904761904955
2023-09-22 16:25:00,174.91,174.92,174.86,174.86,5950.0,47.61904761904955
2023-09-22 16:24:00,174.892,174.91,174.89,174.89,76.0,51.11111111111027
2023-09-22 16:23:00,174.89,174.92,174.86,174.92,127.0,54.07098121085523
2023-09-22 16:22:00,174.865,174.92,174.86,174.92,1013.0,50.0
2023-09-22 16:21:00,174.8,174.865,174.8,174.84,1481.0,39.999999999998856
2023-09-22 16:20:00,174.82,174.85,174.82,174.85,322.0,43.74999999999852
2023-09-22 16:19:00,174.9,174.93,174.79,174.82,23240.0,39.39393939393521
2023-09-22 16:18:00,174.9,174.93,174.9,174.93,10615.0,49.152542372882
2023-09-22 16:17:00,174.9,174.92,174.9,174.9,732.0,46.34146341463471
2023-09-22 16:16:00,174.92,174.92,174.9,174.915,7060.0,63.157894736844625
2023-09-22 16:15:00,174.88,174.92,174.79,174.91,11784.0,52.631578947370386
2023-09-22 16:14:00,174.8,174.88,174.79,174.865,4237.0,48.19277108433859
2023-09-22 16:13:00,174.74,174.8,174.72,174.79,5630.0,40.20618556700898
2023-09-22 16:12:00,174.71,174.74,174.68,174.74,2372.0,38.2352941176451
2023-09-22 16:11:00,174.739,174.79,174.71,174.79,291121.0,43.749999999997144
2023-09-22 16:10:00,174.74,174.77,174.74,174.74,231.0,37.06896551724172
2023-09-22 16:09:00,174.76,174.77,174.73,174.77,945.0,37.06896551724172
2023-09-22 16:08:00,174.745,174.77,174.72,174.74,13595.0,35.2459016393443
2023-09-22 16:07:00,174.77,174.79,174.74,174.75,5211.0,41.66666666666535
2023-09-22 16:06:00,174.77,174.79,174.71,174.75,66591.0,40.5660377358486
2023-09-22 16:05:00,174.76,174.79,174.75,174.765,9878.0,44.66019417475589
2023-09-22 16:04:00,174.81,174.88,174.769,174.77,11024.0,30.487804878046333
2023-09-22 16:03:00,174.83,174.84,174.81,174.82,3899.0,40.6976744186015
2023-09-22 16:02:00,174.82,174.85,174.79,174.83,128312.0,40.000000000001336
2023-09-22 16:01:00,174.84,174.85,174.71,174.85,133718.0,43.18181818181701
2023-09-22 16:00:00,174.74,174.86,174.68,174.84,13327910.0,46.91358024691245
2023-09-22 15:59:00,174.9,174.92,174.71,174.74,1237417.0,44.18604651162883
2023-09-22 15:58:00,174.87,174.91,174.82,174.9,381804.0,64.81481481481627
2023-09-22 15:57:00,174.89,174.925,174.84,174.87,313090.0,57.69230769230958
2023-09-22 15:56:00,174.81,174.92,174.8,174.882,207809.0,64.730290456432
2023-09-22 15:55:00,174.85,175.045,174.8,174.82,431997.0,54.8638132295705
2023-09-22 15:54:00,174.82,174.88,174.74,174.85,289019.0,60.70038910505731
2023-09-22 15:53:00,174.645,174.86,174.64,174.83,246341.0,57.63358778626113
2023-09-22 15:52:00,174.67,174.75,174.62,174.65,200655.0,42.89772727272747
2023-09-22 15:51:00,174.73,174.77,174.65,174.67,273666.0,43.300423131170504
2023-09-22 15:50:00,174.97,174.97,174.72,174.74,368767.0,48.06201550387583
2023-09-22 15:49:00,174.79,175.0,174.78,174.97,177547.0,57.86163522012625
2023-09-22 15:48:00,174.845,174.92,174.78,174.795,155682.0,48.43610366398455
2023-09-22 15:47:00,174.95,174.96,174.832,174.85,184818.0,50.0
2023-09-22 15:46:00,175.045,175.101,174.91,174.94,209992.0,54.05186385737414
2023-09-22 15:45:00,174.97,175.16,174.96,175.04,173779.0,62.1555915721224
2023-09-22 15:44:00,175.105,175.105,174.95,174.98,156954.0,53.52733686066945
2023-09-22 15:43:00,175.2,175.3,175.08,175.1,171746.0,59.39542483660075
2023-09-22 15:42:00,175.36,175.46,175.11,175.2,258760.0,62.11890243902366
2023-09-22 15:41:00,175.48,175.485,175.364,175.37,107257.0,69.36619718309878
2023-09-22 15:40:00,175.54,175.58,175.48,175.49,91544.0,71.19205298013267
2023-09-22 15:39:00,175.58,175.59,175.51,175.535,85702.0,72.9641693811066
2023-09-22 15:38:00,175.495,175.59,175.49,175.585,56381.0,83.27402135231254
2023-09-22 15:37:00,175.52,175.548,175.48,175.5,49145.0,78.23129251700615
2023-09-22 15:36:00,175.51,175.53,175.44,175.521,94330.0,77.48064743138515
2023-09-22 15:35:00,175.531,175.59,175.48,175.5,80541.0,71.8646864686466
2023-09-22 15:34:00,175.6,175.63,175.53,175.54,70879.0,84.58681522748402
2023-09-22 15:33:00,175.6,175.65,175.55,175.59,75335.0,84.51492537313467
2023-09-22 15:32:00,175.75,175.755,175.59,175.605,76417.0,83.35005015045144
2023-09-22 15:31:00,175.74,175.78,175.7,175.75,61191.0,84.06909788867596
2023-09-22 15:30:00,175.685,175.785,175.685,175.74,69271.0,88.30645161290458
2023-09-22 15:29:00,175.725,175.74,175.67,175.69,67251.0,81.99566160520637
2023-09-22 15:28:00,175.73,175.755,175.679,175.725,63969.0,80.63010501750327
2023-09-22 15:27:00,175.72,175.77,175.675,175.74,87498.0,76.35327635327675
2023-09-22 15:26:00,175.68,175.74,175.66,175.705,68930.0,67.42301458671045
2023-09-22 15:25:00,175.777,175.818,175.655,175.68,74502.0,62.14405360134072
2023-09-22 15:24:00,175.9,175.99,175.76,175.77,128049.0,64.52119309262184
2023-09-22 15:23:00,175.75,175.93,175.74,175.9,111389.0,79.32551319648188
2023-09-22 15:22:00,175.665,175.77,175.65,175.74,58948.0,63.3373934226567
2023-09-22 15:21:00,175.77,175.815,175.64,175.665,83141.0,59.42857142857066
2023-09-22 15:20:00,175.863,175.88,175.75,175.765,78556.0,62.03208556149663
2023-09-22 15:19:00,175.815,175.88,175.815,175.86,78095.0,63.7755102040815
2023-09-22 15:18:00,175.74,175.826,175.74,175.817,107960.0,60.51587301587319
2023-09-22 15:17:00,175.695,175.74,175.64,175.73,93780.0,48.947368421052175
2023-09-22 15:16:00,175.775,175.84,175.68,175.69,112870.0,47.44897959183635
2023-09-22 15:15:00,175.74,175.795,175.73,175.775,71260.0,54.1871921182267
2023-09-22 15:14:00,175.755,175.76,175.67,175.73,89395.0,50.24390243902415
2023-09-22 15:13:00,175.84,175.84,175.73,175.751,70763.0,50.533462657613704
2023-09-22 15:12:00,175.816,175.86,175.75,175.839,65472.0,56.180811808116935
2023-09-22 15:11:00,175.755,175.84,175.69,175.82,81503.0,56.493506493505336
2023-09-22 15:10:00,175.845,175.89,175.7,175.76,111468.0,49.52290076335789
2023-09-22 15:09:00,175.8,175.862,175.725,175.845,116759.0,47.258225324027855
2023-09-22 15:08:00,175.6,175.87,175.6,175.79,223754.0,52.78396436525483
2023-09-22 15:07:00,175.48,175.65,175.48,175.61,181397.0,47.25822532402919
2023-09-22 15:06:00,175.47,175.5,175.43,175.475,84011.0,36.03082851637932
2023-09-22 15:05:00,175.51,175.52,175.42,175.468,104431.0,29.368421052631902
2023-09-22 15:04:00,175.555,175.58,175.48,175.5,117547.0,33.120340788073435
2023-09-22 15:03:00,175.59,175.62,175.51,175.55,97310.0,40.022172949004215
2023-09-22 15:02:00,175.57,175.65,175.54,175.595,119346.0,44.76295479603132
2023-09-22 15:01:00,175.51,175.617,175.47,175.585,134399.0,38.581730769231605
2023-09-22 15:00:00,175.28,175.57,175.21,175.52,154747.0,37.67605633802984
2023-09-22 14:59:00,175.2,175.31,175.15,175.291,60524.0,28.30188679245309
2023-09-22 14:58:00,175.37,175.37,175.19,175.19,97705.0,19.75768872320694
2023-09-22 14:57:00,175.42,175.42,175.36,175.38,46651.0,32.31511254019341
2023-09-22 14:56:00,175.35,175.43,175.34,175.415,51671.0,35.84905660377389
2023-09-22 14:55:00,175.35,175.39,175.27,175.35,59184.0,29.357798165137638
2023-09-22 14:54:00,175.3,175.36,175.25,175.36,38864.0,31.369150779897353
2023-09-22 14:53:00,175.26,175.32,175.24,175.295,59561.0,34.84119345524522
2023-09-22 14:52:00,175.386,175.415,175.24,175.249,123744.0,38.10526315789535
2023-09-22 14:51:00,175.38,175.42,175.32,175.388,69910.0,46.30314232902124
2023-09-22 14:50:00,175.345,175.42,175.33,175.385,84287.0,44.539411206077716
2023-09-22 14:49:00,175.277,175.35,175.25,175.35,67991.0,40.366088631984134
2023-09-22 14:48:00,175.155,175.28,175.135,175.255,67088.0,34.37500000000057
2023-09-22 14:47:00,175.18,175.2,175.12,175.149,71417.0,31.587837837838393
2023-09-22 14:46:00,175.14,175.195,175.11,175.185,57658.0,35.49783549783588
2023-09-22 14:45:00,175.09,175.15,175.039,175.145,51076.0,42.4430641821956
2023-09-22 14:44:00,175.11,175.145,175.065,175.08,70644.0,44.08602150537737
2023-09-22 14:43:00,175.12,175.23,175.11,175.11,88646.0,32.467532467534525
2023-09-22 14:42:00,175.14,175.15,175.05,175.104,84881.0,29.01484480432113
2023-09-22 14:41:00,175.09,175.158,175.03,175.14,92826.0,35.252808988763846
2023-09-22 14:40:00,175.027,175.12,175.01,175.06,73958.0,30.81841432224948
2023-09-22 14:39:00,174.96,175.05,174.96,175.02,44362.0,31.836195508586783
2023-09-22 14:38:00,175.1,175.1,174.94,174.97,113131.0,31.668856767410745
2023-09-22 14:37:00,175.15,175.18,175.09,175.1,72091.0,30.851063829785303
2023-09-22 14:36:00,175.12,175.18,175.08,175.14,83431.0,34.47401774397807
2023-09-22 14:35:00,175.01,175.13,175.0,175.112,64269.0,34.78260869565075
2023-09-22 14:34:00,174.971,175.05,174.96,175.015,72851.0,34.693877551018545
2023-09-22 14:33:00,174.83,175.01,174.83,174.98,82735.0,38.1486676016812
2023-09-22 14:32:00,174.82,174.92,174.815,174.835,65120.0,28.71046228710283
2023-09-22 14:31:00,174.995,175.07,174.81,174.81,172225.0,29.24411400247604
2023-09-22 14:30:00,175.12,175.144,174.992,174.992,130155.0,45.23809523809363
2023-09-22 14:29:00,175.19,175.21,175.12,175.13,62203.0,50.9689922480612
2023-09-22 14:28:00,175.27,175.29,175.185,175.19,69670.0,53.95948434622422
2023-09-22 14:27:00,175.4,175.42,175.23,175.275,92569.0,55.94713656387769
2023-09-22 14:26:00,175.39,175.423,175.355,175.418,74281.0,64.94156928213732
2023-09-22 14:25:00,175.24,175.395,175.215,175.39,73024.0,65.59865092748626
2023-09-22 14:24:00,175.175,175.26,175.175,175.24,71657.0,60.497667185070604
2023-09-22 14:23:00,175.16,175.21,175.16,175.179,53115.0,53.24568611339396
2023-09-22 14:22:00,175.175,175.23,175.11,175.155,53044.0,50.62447960033368
2023-09-22 14:21:00,175.24,175.26,175.16,175.18,65434.0,52.8380634390656
2023-09-22 14:20:00,175.05,175.3,175.04,175.245,194634.0,59.862778730704065
